"Date","Montant EUR","Description","N°/Type","Mémo","Compte","Catégorie","Pointé","Labels"
"05/07/2014","170.00","Revente portes & fenêtres","","","> Actifs> Maison","> Actifs> Porte-monnaie","NON",""
"01/07/2014","-20.00","café distributeur","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"30/06/2014","-7.00","Coiffeur","","","> Dépenses> Quotidien> Coiffeur","> Actifs> Porte-monnaie","NON",""
"30/06/2014","300.00","DAB CACS AB","","","> Actifs> Comptes chèques> Amen","> Actifs> Porte-monnaie","NON",""
"30/06/2014","300.00","DAB CACS AB","","","> Actifs> Comptes chèques> Amen","> Actifs> Porte-monnaie","NON",""
"30/06/2014","100.00","DAB CACS AUTRE BQ","","","> Actifs> Comptes chèques> Amen","> Actifs> Porte-monnaie","NON",""
"27/06/2014","-80.00","sable","","","> Actifs> Maison> travaux","> Actifs> Porte-monnaie","NON","maconnerie;Matos"
"27/06/2014","-655.00","Ciment & briques","","","> Actifs> Maison> travaux","> Actifs> Porte-monnaie","NON","maconnerie;Matos"
"27/06/2014","-140.00","évacuation déchets","","","> Actifs> Maison> travaux","> Actifs> Porte-monnaie","NON","divers;Matos"
"27/06/2014","-800.00","Main d'oeuvres travaux: el 3id","","","> Actifs> Maison> travaux","> Actifs> Porte-monnaie","NON","Maçon"
"21/06/2014","-500.00","Main d'oeuvres travaux: el 3id","","","> Actifs> Maison> travaux","> Actifs> Porte-monnaie","NON","Maçon"
"15/06/2014","100.00","Revente télé + récepteur occasion","","","> Dépenses> Logement> chez moi","> Actifs> Porte-monnaie","NON",""
"12/06/2014","-5.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"11/06/2014","-5.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"09/06/2014","-5.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"08/06/2014","240.00","04 * 60dt / jour","","","> Revenus> Loyer","> Actifs> Porte-monnaie","NON",""
"07/06/2014","-5.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"05/06/2014","-5.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"04/06/2014","-5.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"02/06/2014","-5.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"01/06/2014","-20.00","café distributeur","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"01/06/2014","600.00","10 * 60dt / jour","","","> Revenus> Loyer","> Actifs> Porte-monnaie","NON",""
"31/05/2014","-45.00","Salade au lac + cheese cake","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON",""
"30/05/2014","-7.00","Coiffeur","","","> Dépenses> Quotidien> Coiffeur","> Actifs> Porte-monnaie","NON",""
"28/05/2014","-5.00","twenty one","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON",""
"28/05/2014","-10.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"26/05/2014","-5.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"25/05/2014","-10.00","Fleurs Maman de hela","","","> Dépenses> Achats & Shopping> Cadeaux> Amis","> Actifs> Porte-monnaie","NON",""
"21/05/2014","500.00","10 * 50dt / jour","","","> Revenus> Loyer","> Actifs> Porte-monnaie","NON",""
"21/05/2014","-5.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"21/05/2014","-9.00","dejeuner: Am Naceur","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"19/05/2014","60.00","ABT NLLE ARIANA","","","> Actifs> Comptes chèques> Amen","> Actifs> Porte-monnaie","NON",""
"19/05/2014","-5.00","Carte Orange","","","> Dépenses> Quotidien> Communications> Portable","> Actifs> Porte-monnaie","NON",""
"19/05/2014","-65.00","Nonna Carmela","","","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON",""
"13/05/2014","-20.00","Pizza a bizerte","","","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON",""
"11/05/2014","320.00","5 * 65dt / jour","","","> Revenus> Loyer","> Actifs> Porte-monnaie","NON",""
"10/05/2014","-15.00","cytheal & anti fongique","","","> Dépenses> Quotidien> Produits","> Actifs> Porte-monnaie","NON",""
"10/05/2014","-4.00","dejeuner: yaourt + banaes","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"09/05/2014","-80.00","Anniversaire Halloula: Macquillage","","","> Dépenses> Achats & Shopping> Cadeaux> Moi","> Actifs> Porte-monnaie","NON","Halloula"
"09/05/2014","-5.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"08/05/2014","-5.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"07/05/2014","140.00","2 * 70dt / jour","","","> Revenus> Loyer","> Actifs> Porte-monnaie","NON",""
"06/05/2014","-5.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"05/05/2014","400.00","ATM EL MENZAH VI       TUNIS","","","> Actifs> Comptes chèques> Amen","> Actifs> Porte-monnaie","NON",""
"03/05/2014","-305.00","Anniversaire Halloula: Samsung S duos 2","","","> Dépenses> Achats & Shopping> Cadeaux> Moi","> Actifs> Porte-monnaie","NON","Halloula"
"02/05/2014","100.00","DAB CACS AB","","","> Actifs> Comptes chèques> Amen","> Actifs> Porte-monnaie","NON",""
"01/05/2014","-20.00","café distributeur","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"01/05/2014","-20.00","Nirvana","","","> Dépenses> Loisirs> Bar","> Actifs> Porte-monnaie","NON",""
"01/05/2014","-20.00","Club des avocats","","","> Dépenses> Loisirs> Bar","> Actifs> Porte-monnaie","NON",""
"30/04/2014","-5.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"29/04/2014","20.00","DAB BNA DU 22.04.14","","","> Actifs> Comptes chèques> Amen","> Actifs> Porte-monnaie","NON",""
"28/04/2014","20.00","DAB CACS AUTRE BQ","","","> Actifs> Comptes chèques> Amen","> Actifs> Porte-monnaie","NON",""
"26/04/2014","-2.00","cap: eau","","","> Dépenses> Bien être et soins> Sport","> Actifs> Porte-monnaie","NON",""
"26/04/2014","-7.00","Coiffeur","","","> Dépenses> Quotidien> Coiffeur","> Actifs> Porte-monnaie","NON",""
"25/04/2014","-9.00","Tennis: Grippe","","","> Dépenses> Bien être et soins> Sport","> Actifs> Porte-monnaie","NON",""
"25/04/2014","-3.00","pes","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON",""
"25/04/2014","-5.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"21/04/2014","-5.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"21/04/2014","-10.00","pes","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON",""
"17/04/2014","-10.00","pes","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON",""
"16/04/2014","-5.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"15/04/2014","-32.00","Forfait tunisiana business (3 mois)","","","> Dépenses> Quotidien> Communications> Portable","> Actifs> Porte-monnaie","NON",""
"15/04/2014","-10.00","pes","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON",""
"13/04/2014","-10.00","Lavage","","","> Dépenses> Auto> Autres> Lavages","> Actifs> Porte-monnaie","NON",""
"12/04/2014","-20.00","Golf Soukra","","","> Dépenses> Loisirs> Bar","> Actifs> Porte-monnaie","NON",""
"11/04/2014","-15.00","pes","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON",""
"11/04/2014","-5.00","café distributeur","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"09/04/2014","-9.50","café distributeur","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"08/04/2014","-5.00","dejeuner: 2*mlewi","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"04/04/2014","-60.00","club Citroen","","","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON",""
"03/04/2014","-10.00","pes","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON",""
"02/04/2014","-15.00","fucacca","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"31/03/2014","-5.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"28/03/2014","-20.00","Smug's","","","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON",""
"19/03/2014","-15.00","salon de the: the cap","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON",""
"17/03/2014","100.00","DAB CACS AB","","","> Actifs> Comptes chèques> Amen","> Actifs> Porte-monnaie","NON",""
"17/03/2014","-6.00","pes","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON",""
"16/03/2014","-15.00","salon de the: Hermes","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON",""
"15/03/2014","-30.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"12/03/2014","-10.00","pes","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON",""
"03/03/2014","100.00","DAB CACS AB","","","> Actifs> Comptes chèques> Amen","> Actifs> Porte-monnaie","NON",""
"01/03/2014","-7.00","Coiffeur","","","> Dépenses> Quotidien> Coiffeur","> Actifs> Porte-monnaie","NON",""
"01/03/2014","-150.00","Soiree Mariage Yahia","","","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON",""
"27/02/2014","-15.00","fucacca","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"26/02/2014","-20.00","Mechoui","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"22/02/2014","-2.50","Peage(Hammamet)","","","> Dépenses> Auto> Autres> Peages","> Actifs> Porte-monnaie","NON",""
"22/02/2014","-7.00","dejeuner: chapati + crepe","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"22/02/2014","-650.00","entretien 80k (courroie distribution;etc)","","","> Dépenses> Auto> Entretien","> Actifs> Porte-monnaie","NON",""
"21/02/2014","800.00","Versement pour entretien voiture & autres","","","> Actifs> Placement> Bourse> Compte bourse principal","> Actifs> Porte-monnaie","NON",""
"21/02/2014","-4.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"21/02/2014","-80.00","Ritrove degli artisti","","","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON",""
"17/02/2014","-5.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"15/02/2014","-12.00","BAR Grand Hotel","","","> Dépenses> Loisirs> Bar","> Actifs> Porte-monnaie","NON",""
"14/02/2014","-10.00","pes","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON",""
"14/02/2014","-40.00","Fleurs st valentin","","","> Dépenses> Achats & Shopping> Cadeaux> Moi","> Actifs> Porte-monnaie","NON","Halloula"
"13/02/2014","-57.00","Carburant","","","> Dépenses> Auto> Essence","> Actifs> Porte-monnaie","NON",""
"12/02/2014","-10.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"12/02/2014","-60.00","Ghassen","","","> Dépenses> Loisirs> Bar","> Actifs> Porte-monnaie","NON",""
"10/02/2014","-4.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"08/02/2014","-6.00","parking central park","","","> Dépenses> Auto> Autres> Parking","> Actifs> Porte-monnaie","NON",""
"08/02/2014","-22.00","salon de the: Brooklyn","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON",""
"08/02/2014","-20.00","salon de the: centre ville","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON",""
"07/02/2014","-4.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"07/02/2014","-5.00","pes","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON",""
"06/02/2014","30.00","remboursement Malik benthala","","","> Dépenses> Loisirs> Cinema/theatre","> Actifs> Porte-monnaie","NON",""
"06/02/2014","180.00","remboursement part des copains","","","> Dépenses> Loisirs> Cinema/theatre","> Actifs> Porte-monnaie","NON",""
"06/02/2014","-2.00","Moving: eau","","","> Dépenses> Bien être et soins> Sport","> Actifs> Porte-monnaie","NON",""
"05/02/2014","-4.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"05/02/2014","-3.00","dejeuner: 2 kafteji","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"04/02/2014","-2.00","Tennis: eau","","","> Dépenses> Bien être et soins> Sport","> Actifs> Porte-monnaie","NON",""
"04/02/2014","-2.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"03/02/2014","100.00","DAB CACS AB","","","> Actifs> Comptes chèques> Amen","> Actifs> Porte-monnaie","NON",""
"03/02/2014","-5.00","café distributeur","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"03/02/2014","-3.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"01/02/2014","-3.00","dejeuner: 2 kafteji","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"01/02/2014","-13.00","reparation Phare","","","> Dépenses> Auto> Entretien","> Actifs> Porte-monnaie","NON",""
"01/02/2014","-4.00","reparation serrure boite aux lettres","","","> Dépenses> Logement> chez moi","> Actifs> Porte-monnaie","NON",""
"01/02/2014","-7.00","Coiffeur","","","> Dépenses> Quotidien> Coiffeur","> Actifs> Porte-monnaie","NON",""
"31/01/2014","-1.00","Moving: eau","","","> Dépenses> Bien être et soins> Sport","> Actifs> Porte-monnaie","NON",""
"30/01/2014","-5.00","café distributeur","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"30/01/2014","-5.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"29/01/2014","50.00","Cloture du compte","","","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON",""
"29/01/2014","-10.00","pes","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON",""
"29/01/2014","-3.00","plat tunisien","","","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON",""
"29/01/2014","-5.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"29/01/2014","-12.00","bon gusto","","","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON",""
"26/01/2014","-15.00","salon de the: 716","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON",""
"25/01/2014","-10.00","Fleurs chez cyrine & racem","","","> Dépenses> Achats & Shopping> Cadeaux> Amis","> Actifs> Porte-monnaie","NON",""
"25/01/2014","-40.00","plombier","","","> Dépenses> Logement> chez moi","> Actifs> Porte-monnaie","NON",""
"25/01/2014","-60.00","melangeur cuisine","","","> Dépenses> Logement> chez moi","> Actifs> Porte-monnaie","NON",""
"24/01/2014","-1.00","Moving: eau","","","> Dépenses> Bien être et soins> Sport","> Actifs> Porte-monnaie","NON",""
"24/01/2014","150.00","DAB CACS AB","","","> Actifs> Comptes chèques> Amen","> Actifs> Porte-monnaie","NON",""
"24/01/2014","-5.00","café distributeur","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"23/01/2014","-65.00","cadeau collectif (bébé fa7oul)","","","> Dépenses> Achats & Shopping> Cadeaux> Amis","> Actifs> Porte-monnaie","NON",""
"22/01/2014","-5.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"22/01/2014","-12.00","bon gusto","","","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON",""
"20/01/2014","-40.00","Avance frais d'adhesion AMI (hela & moi)","","","> Dépenses> Avances","> Actifs> Porte-monnaie","NON",""
"20/01/2014","-2.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"20/01/2014","-5.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"18/01/2014","-50.00","Carburant","","","> Dépenses> Auto> Essence","> Actifs> Porte-monnaie","NON",""
"17/01/2014","100.00","DAB CACS AB","","","> Actifs> Comptes chèques> Amen","> Actifs> Porte-monnaie","NON",""
"17/01/2014","-2090.00","VERSEMENT 05820140117VER679","","","> Actifs> Comptes chèques> Amen","> Actifs> Porte-monnaie","NON",""
"17/01/2014","-2.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"17/01/2014","-500.00","Emprunt makram (+2000 depuis compte bourse moon)","","","> Dépenses> Avances","> Actifs> Porte-monnaie","NON",""
"17/01/2014","2600.00","retrait","","","> Actifs> Placement> Bourse> Compte bourse principal","> Actifs> Porte-monnaie","NON",""
"15/01/2014","-32.00","Forfait tunisiana business (3 mois)","","","> Dépenses> Quotidien> Communications> Portable","> Actifs> Porte-monnaie","NON",""
"14/01/2014","-40.00","BAR Grand Hotel","","","> Dépenses> Loisirs> Bar","> Actifs> Porte-monnaie","NON",""
"11/01/2014","-10.00","twenty one","","","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON",""
"10/01/2014","-5.00","café distributeur","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"08/01/2014","-10.00","Resto Abdullah","","","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON",""
"07/01/2014","-3.00","café distributeur","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"06/01/2014","-2.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"04/01/2014","-10.00","resto playa: complement","","","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON",""
"03/01/2014","-5.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"03/01/2014","-4.00","pes","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON",""
"03/01/2014","-160.00","Vignette","","","> Dépenses> Auto> Assurance/vignette","> Actifs> Porte-monnaie","NON",""
"02/01/2014","-3.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"01/01/2014","-7.00","Coiffeur","","","> Dépenses> Quotidien> Coiffeur","> Actifs> Porte-monnaie","NON",""
"01/01/2014","-11.00","Carte Orange","","","> Dépenses> Quotidien> Communications> Portable","> Actifs> Porte-monnaie","NON",""
"31/12/2013","-3.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"29/12/2013","-58.00","Carburant","","","> Dépenses> Auto> Essence","> Actifs> Porte-monnaie","NON",""
"28/12/2013","-10.00","Fucacca","","","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON",""
"27/12/2013","-4.00","pes","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON",""
"27/12/2013","275.00","5 * 55dt / jour","","","> Revenus> Loyer","> Actifs> Porte-monnaie","NON",""
"26/12/2013","-10.00","Taxi (maison vers alpha ford)","","","> Dépenses> Auto> Autres","> Actifs> Porte-monnaie","NON",""
"24/12/2013","-4.00","pes","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON",""
"24/12/2013","-105.00","service pour foie gras","","","> Dépenses> Achats & Shopping> Cadeaux> Famille","> Actifs> Porte-monnaie","NON",""
"24/12/2013","-170.00","carafe whiskey pour andré","","","> Dépenses> Achats & Shopping> Cadeaux> Famille","> Actifs> Porte-monnaie","NON",""
"22/12/2013","-11.00","Tennis: location terrain","","","> Dépenses> Bien être et soins> Sport","> Actifs> Porte-monnaie","NON",""
